,class,tax_order,family,genus,gen_spec
4333,Actinopterygii,Perciformes,Percidae,Leiopotherapon,Leiopotherapon unicolor
4346,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus
4348,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys ritteri
4355,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
4357,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis symmetricus
4358,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
4363,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Ameiurus nebulosus
4382,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo calbasu
4384,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza macrolepis
4388,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus tomcod
4390,Actinopterygii,Tetraodontiformes,Tetraodontidae,Monacanthus,Monacanthus hispidus
4397,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus
4399,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja eglanteria
4423,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser baerii
4450,Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus regius
4495,Actinopterygii,Perciformes,Chandidae,Pseudambassis,Pseudambassis ranga
4496,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Amphiprion ocellaris
4497,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus macrops
4498,Actinopterygii,Atheriniformes,Atherinidae,Basilichthys,Basilichthys australis
4500,Actinopterygii,Cypriniformes,Cyprinidae,Chalcalburnus,Chalcalburnus chalcoides
4501,Actinopterygii,Perciformes,Gobiidae,Chasmichthys,Chasmichthys gulosus
4502,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus molitorella
4503,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias anguillaris
4504,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias macrocephalus
4505,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Cottus japonicus
4506,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,Diaphus suborbitalis
4507,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus bermudensis
4508,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus sp.
4510,Actinopterygii,Perciformes,Eleotridae,Mogurnda,Mogurnda mogurnda
4512,Actinopterygii,Perciformes,Sparidae,Pagrus,Pagrus major
4515,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma citrinellum
4516,Actinopterygii,Siluriformes,Siluridae,Silurus,Silurus asotus
4517,Actinopterygii,Siluriformes,Bagridae,Tandanus,Tandanus tandanus
4520,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus
4528,Actinopterygii,Siluriformes,Bagridae,Chrysichthys,Chrysichthys nigrodigitatus
4529,Actinopterygii,Osteoglossiformes,Mormyridae,Pollimyrus,Pollimyrus isidori
4531,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus schlegelii
4534,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus stigma
4552,Actinopterygii,Perciformes,Channidae,Ophiocephalus,Ophiocephalus punctatus
4558,Actinopterygii,Cypriniformes,Cyprinidae,Vimba,Vimba vimba
4559,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser ruthenus
4560,Actinopterygii,Perciformes,Gobiidae,Clevelandia,Clevelandia ios
4564,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila elegans
4569,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus pancalus
4570,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia nigrans
4575,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys dentatus
4577,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago japonica
4581,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus leucostictus
4582,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia spilurus
4583,Actinopterygii,Siluriformes,Siluridae,Wallago,Wallago attu
4584,Actinopterygii,Pleuronectiformes,Soleidae,Cynoglossus,Cynoglossus joyneri
4585,Actinopterygii,Cypriniformes,Cyprinidae,Hemibarbus,Hemibarbus barbus
4598,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis japonicus
4599,Actinopterygii,Perciformes,Gerreidae,Eucinostomus,Eucinostomus gula
4602,Actinopterygii,Perciformes,Gerreidae,Gerres,Gerres cinereus
4603,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilus,Aplocheilus blockii
4604,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon sp.
4611,Actinopterygii,Cyprinodontiformes,Fundulidae,Lucania,Lucania parva
4614,Actinopterygii,Perciformes,Kyphosidae,Microcanthus,Microcanthus strigatus
4619,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,Monopterus albus
4634,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax
4641,Actinopterygii,Salmoniformes,Salmonidae,Thymallus,Thymallus thymallus
4646,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza carinata
4648,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil carinatus
4655,Actinopterygii,Siluriformes,Pimelodidae,Plecostomus,Plecostomus commersoni
4656,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis mossambicus X niloticus
4764,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus sharpeyi
4831,Actinopterygii,Tetraodontiformes,Balistidae,Rudarius,Rudarius ercodes
4884,Actinopterygii,Siluriformes,Callichthyidae,Callichthys,Callichthys callichthys
4889,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
4900,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon sp.
4904,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra sp.
4907,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza parsia
4908,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza vaigiensis
4912,Actinopterygii,Clupeiformes,Clupeidae,Nematalosa,Nematalosa erebi
4916,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,Petromyzon sp.
4945,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus sp.
4970,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis gymnocephalus
4972,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes americanus
4973,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilus,Aplocheilus panchax
4974,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax bimaculatus
4977,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Cottus sp.
4979,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio devario
4983,Actinopterygii,Perciformes,Gobiidae,Gobius,Gobius sp.
4988,Actinopterygii,Perciformes,Centrarchidae,Lates,Lates calcarifer
5052,Actinopterygii,Perciformes,Nototheniidae,Pseudaphritis,Pseudaphritis urvillii
5053,Actinopterygii,Siluriformes,Plotosidae,Plotosus,Plotosus anguillaris
5057,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis nalua
5066,Actinopterygii,Cypriniformes,Cyprinidae,Eigenmannia,Eigenmannia virescens
5067,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus akaara
5068,Actinopterygii,Esociformes,Esocidae,Esox,Esox sp.
5084,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus aenaeus
5087,Actinopterygii,Cypriniformes,Cyprinidae,Platygobio,Platygobio gracilis
5089,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis
5098,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis mossambicus X urolepis
5111,Actinopterygii,Perciformes,Haemulidae,Orthopristis,Orthopristis ruber
5122,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma managuense
5126,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus
5134,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,Marcusenius macrolepidotus
5137,Actinopterygii,Perciformes,Sparidae,Sparus,Sparus macrocephalus
5138,Actinopterygii,Tetraodontiformes,Balistidae,Navodon,Navodon modestus
5139,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia fluviatilis
5140,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus hakonensis
5141,Actinopterygii,Cypriniformes,Cyprinidae,Chela,Chela phulo
5150,Actinopterygii,Siluriformes,Bagridae,Chrysichthys,Chrysichthys longidorsalis
5154,Actinopterygii,Clupeiformes,Clupeidae,Harengula,Harengula pensacolea
5158,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus japonicus
5159,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus lagowskii
5196,Actinopterygii,Cypriniformes,Balitoridae,Nemacheilus,Nemacheilus botia
5240,Actinopterygii,Perciformes,Labridae,Ctenolabrus,Ctenolabrus rupestris
5305,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon,Cnesterodon decemmaculatus
5325,Actinopterygii,Siluriformes,Ictaluridae,Platycephalus,Platycephalus bassensis
5376,Actinopterygii,Cypriniformes,Cyprinidae,Amblypharyngodon,Amblypharyngodon melettinus
5379,Actinopterygii,Cypriniformes,Cyprinidae,Garra,Garra gotyla
5381,Actinopterygii,Cypriniformes,Cyprinidae,Barilius,Barilius vagra
5383,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia duboulayi
5390,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis chrysoleucas
5394,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon dearborni
5395,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus gulio
5398,Actinopterygii,Cypriniformes,Cyprinidae,Squalius,Squalius cephalus
5408,Actinopterygii,Perciformes,Stichaeidae,Opisthocentrus,Opisthocentrus ocellatus
5433,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt
5435,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza haematocheilus
5452,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphyosemion,Aphyosemion gardneri
5478,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra fluviatilis
5497,Actinopterygii,Perciformes,Haemulidae,Parapristipoma,Parapristipoma trilineatum
5500,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes schlegelii
5503,Actinopterygii,Ophidiiformes,Ophidiidae,Xiphiurus,Xiphiurus capensis
5511,Actinopterygii,Siluriformes,Ariidae,Nemapteryx,Nemapteryx nenga
5540,Actinopterygii,Cypriniformes,Cyprinidae,Chela,Chela cachius
5557,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus stercusmuscarum
5558,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes argentinensis
5574,Actinopterygii,Perciformes,Percidae,Eupomatis,Eupomatis gibbosus
5600,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys orbignyanus
5618,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus brasiliensis
5625,Actinopterygii,Siluriformes,Bagridae,Chrysichthys,Chrysichthys auratus
5656,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia pangani
5679,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus malabaricus
5683,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus nipigon
5686,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra lamottei
5687,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra planeri
5693,Actinopterygii,Cypriniformes,Cyprinidae,Snyderichthys,Snyderichthys sp.
5716,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus
5721,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus platyrhynchus
5739,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius puckelli
5815,Actinopterygii,Atheriniformes,Atherinidae,Atherina,Atherina microstoma
5829,Actinopterygii,Siluriformes,Ariidae,Megalops,Megalops atlanticus
5831,Actinopterygii,Perciformes,Lutjanidae,Ocyurus,Ocyurus chrysurus
5834,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon axelrodi
5835,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus neogaeus
5838,Actinopterygii,Perciformes,Gobiidae,Proterorhinus,Proterorhinus marmoratus
5839,Actinopterygii,Perciformes,Cichlidae,Pterophyllum,Pterophyllum scalare
5894,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
5906,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius tetrazona
6864,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus argentimaculatus
7029,Actinopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,Syngnathus sp.
7032,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,Brevoortia sp.
7033,Actinopterygii,Siluriformes,Pimelodidae,Lophiosilurus,Lophiosilurus alexandri
7035,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius cuvieri
7120,Actinopterygii,Pleuronectiformes,Soleidae,Solea,Solea senegalensis
7192,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis blennius
7220,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon innesi
7226,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias albopunctatus
7256,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon sp.
7257,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus sp.
7258,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,Oryzias sp.
7261,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes sp.
7262,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo sp.
7274,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis urolepis
7305,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa mitchilli
7351,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
7456,Actinopterygii,Perciformes,Sparidae,Stenotomus,Stenotomus versicolor
7499,Actinopterygii,Characiformes,Characidae,Aphyocharax,Aphyocharax rubripinnis
7532,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius cumingii
7539,Actinopterygii,Perciformes,Sparidae,Sparus,Sparus sp.
7609,Actinopterygii,Perciformes,Percichthyidae,Macquaria,Macquaria novemaculeata
7611,Actinopterygii,Perciformes,Sparidae,Sparus,Sparus aurata
7636,Actinopterygii,Siluriformes,Bagridae,Hemibagrus,Hemibagrus nemurus
7639,Actinopterygii,Characiformes,Curimatidae,Prochilodus,Prochilodus lineatus
7694,Actinopterygii,Perciformes,Percidae,Sander,Sander lucioperca
7754,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster sp.
7758,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus hololepidotus
7761,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus zonatus
7762,Actinopterygii,Perciformes,Teraponidae,Pelsartia,Pelsartia humeralis
7764,Actinopterygii,Perciformes,Channidae,Channa,Channa stewartii
7765,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis ludibundis
7780,Actinopterygii,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus paradoxus
7781,Actinopterygii,Perciformes,Gobiidae,Apocryptes,Apocryptes bato
7782,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio aequipinnatus
7784,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus mahecola
7785,Actinopterygii,Perciformes,Cichlidae,Chromidotilapia,Chromidotilapia guentheri
7789,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia natalensis
7794,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus adscensionis
7798,Actinopterygii,Perciformes,Ambassidae,Priopidichthys,Priopidichthys sp.
7941,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus lacustris
7943,Actinopterygii,Cypriniformes,Cyprinidae,Hybopsis,Hybopsis sp.
7954,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma fonticola
7960,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus sp.
7966,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus,Semotilus sp.
7986,Myxini,Myxiniformes,Myxinidae,Myxine,Myxine glutinosa
8000,Actinopterygii,Siluriformes,Ariidae,Ariopsis,Ariopsis bonillai
8015,Actinopterygii,Perciformes,Channidae,Channa,Channa argus
8019,Actinopterygii,Perciformes,Zoarcidae,Zoarces,Zoarces viviparus
8021,Actinopterygii,Atheriniformes,Melanotaeniidae,Pseudomugil,Pseudomugil signifer
8024,Actinopterygii,Siluriformes,Ariidae,Cathorops,Cathorops spixii
8025,Actinopterygii,Cypriniformes,Catostomidae,Myxocyprinus,Myxocyprinus asiaticus
8026,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sovichthys
8027,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinion,Cyprinion watsoni
8033,Actinopterygii,Atheriniformes,Atherinidae,Atherinosoma,Atherinosoma microstoma
8043,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis cruentata
8058,Actinopterygii,Perciformes,Gobiidae,Periophthalmus,Periophthalmus dipus
8069,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus ogac
8070,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus
8073,Actinopterygii,Gadiformes,Gadidae,Eleginus,Eleginus navaga
8075,Actinopterygii,Perciformes,Cichlidae,Heros,Heros severus
8101,Actinopterygii,Cypriniformes,Cyprinidae,Gobiocypris,Gobiocypris rarus
8109,Actinopterygii,Perciformes,Teraponidae,Hephaestus,Hephaestus carbo
8112,Actinopterygii,Perciformes,Gobiidae,Bathygobius,Bathygobius fuscus
8116,Actinopterygii,Perciformes,Eleotridae,Gobiomorphus,Gobiomorphus huttoni
8117,Actinopterygii,Perciformes,Eleotridae,Gobiomorphus,Gobiomorphus cotidianus
8118,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias fasciatus
8119,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla australis
8120,Actinopterygii,Osmeriformes,Retropinnidae,Retropinna,Retropinna retropinna
8123,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes,Chasmistes brevirostris
8124,Actinopterygii,Cypriniformes,Catostomidae,Deltistes,Deltistes luxatus
8129,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla dieffenbachii
8132,Actinopterygii,Characiformes,Characidae,Macropsobrycon,Macropsobrycon uruguayanae
8136,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon bovinus
8137,Actinopterygii,Atheriniformes,Atherinidae,Austromenidia,Austromenidia laticlavia
8155,Actinopterygii,Characiformes,Characidae,Piaractus,Piaractus mesopotamicus
8156,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis eupterus
8166,Actinopterygii,Gadiformes,Gadidae,Pollachius,Pollachius pollachius
8167,Actinopterygii,Scorpaeniformes,Cottidae,Taurulus,Taurulus bubalis
8272,Actinopterygii,Characiformes,Curimatidae,Prochilodus,Prochilodus scrofa
9312,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius iberus
9319,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus kansae
9543,Actinopterygii,Perciformes,Gobiidae,Boleophthalmus,Boleophthalmus boddarti
9545,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus butcheri
9653,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes bonariensis
9657,Actinopterygii,Siluriformes,Siluridae,Ompok,Ompok pabda
9694,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma lepidum
9695,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma rubrum
9696,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis occidentalis
9697,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus confluentus
9812,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes regia
9830,Actinopterygii,Siluriformes,Bagridae,Macrones,Macrones vittatus
9848,Actinopterygii,Cypriniformes,Cyprinidae,Candidia,Candidia barbatus
9849,Actinopterygii,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma barbata
9895,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus,Cynopoecilus melanotaenia
9903,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza dumerili
10023,Actinopterygii,Perciformes,Mullidae,Parupeneus,Parupeneus barberinus
10025,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus rivulatus
10030,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax sp.
10036,Actinopterygii,Siluriformes,Callichthyidae,Hoplosternum,Hoplosternum littorale
10049,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Amphiprion clarkii
10053,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus
10175,Actinopterygii,Cypriniformes,Cyprinidae,Pogonichthys,Pogonichthys macrolepidotus
10267,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus barbatus
10338,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus leptorhynchus
10407,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus gonionotus
10454,Actinopterygii,Cypriniformes,Cyprinidae,Erimonax,Erimonax monachus
10455,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis mekistocholas
10544,Actinopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu rubripes
10584,Actinopterygii,Siluriformes,Heptapteridae,Rhamdia,Rhamdia quelen
10589,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Hoplias malabaricus
10651,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,Limanda punctatissima
10655,Actinopterygii,Characiformes,Characidae,Brycon,Brycon cephalus
10737,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
10764,Actinopterygii,Perciformes,Labridae,Symphodus,Symphodus melops
10809,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus guttatus
10865,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras paleatus
10876,Actinopterygii,Perciformes,Gobiidae,Periophthalmodon,Periophthalmodon schlosseri
11006,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides sp.
11009,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia guineensis
11013,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia yucatana
11017,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus amboinensis
11055,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,Hypseleotris klunzingeri
11057,Actinopterygii,Characiformes,Anostomidae,Leporinus,Leporinus obtusidens
11128,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus coioides
11163,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa sp.
11164,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus macrocheilus
11165,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,Chaetodipterus faber
11167,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion arenarius
11168,Actinopterygii,Perciformes,Sciaenidae,Pogonias,Pogonias cromis
11306,Actinopterygii,Perciformes,Channidae,Parachanna,Parachanna obscura
11307,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia dageti
11308,Actinopterygii,Perciformes,Cichlidae,Hemichromis,Hemichromis bimaculatus
11309,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus callipterus
11310,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,Ctenopoma kingsleyae
11311,Actinopterygii,Osteoglossiformes,Notopteridae,Papyrocranus,Papyrocranus afer
11312,Actinopterygii,Characiformes,Citharinidae,Distichodus,Distichodus rostratus
11314,Actinopterygii,Osteoglossiformes,Gymnarchidae,Gymnarchus,Gymnarchus niloticus
11317,Actinopterygii,Osteoglossiformes,Mormyridae,Mormyrus,Mormyrus rume
11318,Actinopterygii,Osteoglossiformes,Osteoglossidae,Heterotis,Heterotis niloticus
11320,Actinopterygii,Polypteriformes,Polypteridae,Polypterus,Polypterus ansorgii
11322,Actinopterygii,Polypteriformes,Polypteridae,Erpetoichthys,Erpetoichthys calabaricus
11545,Actinopterygii,Osmeriformes,Retropinnidae,Retropinna,Retropinna semoni
11560,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias submarginatus
11660,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus albacares
11786,Actinopterygii,Perciformes,Gobiidae,Boleophthalmus,Boleophthalmus sp.
11811,Actinopterygii,Siluriformes,Clariidae,Heterobranchus,Heterobranchus longifilis
11827,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,Monopterus cuchia
11882,Actinopterygii,Cyprinodontiformes,Anablepidae,Jenynsia,Jenynsia multidentata
12090,Actinopterygii,Characiformes,Characidae,Metynnis,Metynnis lippincottianus
12107,Actinopterygii,Cypriniformes,Balitoridae,Nemacheilus,Nemacheilus angorae
12137,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus
12138,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja rhina
12150,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora caverii
12197,Actinopterygii,Perciformes,Sparidae,Rhabdosargus,Rhabdosargus sarba
12207,Actinopterygii,Characiformes,Hemiodontidae,Apareiodon,Apareiodon affinis
12241,Actinopterygii,Siluriformes,Pimelodidae,Pseudoplatystoma,Pseudoplatystoma corruscans
12243,Actinopterygii,Characiformes,Characidae,Metynnis,Metynnis orinocensis
12262,Actinopterygii,Cypriniformes,Cobitidae,Paramisgurnus,Paramisgurnus dabryanus
12275,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,Osmerus eperlanus
12578,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus multispinis
12585,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus sp.
12586,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus chrysotus
12587,Actinopterygii,Cyprinodontiformes,Fundulidae,Lucania,Lucania goodei
12718,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus sp.
12725,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Chitala chitala
12728,Actinopterygii,Cypriniformes,Cyprinidae,Amblypharyngodon,Amblypharyngodon mola
12729,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus cirrhosus
